0	1	0	1
0,0025	1,00000625001953	1,0000125	6,24998046871994E-06
0,005	1,0000250003125	1,00003125017578	6,24986327912858E-06
0,0075	1,00005625158206	1,00006250125001	6,24966795337301E-06
0,01	1,00010000500017	1,00010625439464	6,24939447346762E-06
0,0125	1,00015626220767	1,00016251125048	6,24904281232297E-06
0,015	1,0002250253144	1,00023127392733	6,24861293396783E-06
0,0175	1,00030629689932	1,00031254500411	6,24810479465943E-06
0,02	1,00040008001067	1,00040632752901	6,24751834088499E-06
0,0225	1,00050637816616	1,00051262501967	6,24685351069409E-06
0,025	1,0006251953532	1,00063144146343	6,24611023258836E-06
0,0275	1,00075653602913	1,00076278131756	6,24528842751992E-06
0,03	1,00090040512153	1,00090664950953	6,24438800689298E-06
0,0325	1,00105680802849	1,00106305143736	6,24340887300789E-06
0,035	1,00122575061897	1,00123199296989	6,2423509199494E-06
0,0375	1,00140723923318	1,00141348044721	6,24121403269839E-06
0,04	1,00160128068294	1,00160752068103	6,23999808668785E-06
0,0425	1,00180788225214	1,00181412095508	6,23870294980122E-06
0,045	1,00202705169716	1,00203328902564	6,23732847992997E-06
0,0475	1,00225879724741	1,00226503312194	6,2358745267499E-06
0,05	1,0025031276058	1,00250936194673	6,23434092994479E-06
0,0525	1,00276005194927	1,00276628467679	6,23272752209303E-06
0,055	1,00302957992943	1,00303581096356	6,23103412467074E-06
0,0575	1,00331172167311	1,00331795093366	6,22926055160455E-06
0,06	1,003606487783	1,00361271518961	6,22740660749521E-06
0,0625	1,00391388933835	1,00392011481044	6,22547208806168E-06
0,065	1,0042339378956	1,00424016135238	6,223456779475E-06
0,0675	1,00456664548918	1,00457286684964	6,22136045880239E-06
0,07	1,00491202463221	1,00491824381511	6,21918289511747E-06
0,0725	1,00527008831729	1,00527630524114	6,21692384705774E-06
0,075	1,00564085001735	1,00564706460041	6,21458306482303E-06
0,0775	1,00602432368644	1,00603053584673	6,21216028928728E-06
0,08	1,00642052376066	1,00642673341591	6,20965525222061E-06
0,0825	1,00682946515904	1,00683567222671	6,20706767628931E-06
0,085	1,00725116328445	1,00725736768173	6,20439727438971E-06
0,0875	1,00768563402464	1,00769183566839	6,20164375053633E-06
0,09	1,00813289375315	1,00813909255995	6,19880679963991E-06
0,0925	1,00859295933041	1,00859915521651	6,19588610706323E-06
0,095	1,00906584810474	1,00907204098609	6,19288134795504E-06
0,0975	1,0095515779135	1,00955776770569	6,1897921901366E-06
0,1	1,01005016708417	1,01005635370246	6,18661828943878E-06
0,1025	1,0105616344355	1,0105678177948	6,18335929458702E-06
0,105	1,01108599927874	1,01109217929358	6,18001484298247E-06
0,1075	1,01162328141879	1,01162945800335	6,17658456314452E-06
0,11	1,01217350115549	1,01217967422357	6,17306807471074E-06
0,1125	1,01273667928491	1,01274284874989	6,16946498621651E-06
0,115	1,0133128371006	1,0133190028755	6,16577489775949E-06
0,1175	1,013901996395	1,0139081583924	6,16199739944534E-06
0,12	1,01450417946076	1,01451033759283	6,15813207094362E-06
0,1225	1,0151194090922	1,01512556327068	6,15417848282007E-06
0,125	1,01574770858669	1,01575385872288	6,15013619631455E-06
0,1275	1,01638910174615	1,01639524775091	6,14600476089855E-06
0,13	1,01704361287857	1,01704975466228	6,14178371849405E-06
0,1325	1,0177112667995	1,0177174042721	6,13747259881059E-06
0,135	1,01839208883366	1,01839822190459	6,13307092334203E-06
0,1375	1,01908610481654	1,01909223339474	6,12857820203594E-06
0,14	1,01979334109597	1,01979946508991	6,12399393618013E-06
0,1425	1,02051382453389	1,0205199438515	6,11931761507201E-06
0,145	1,02124758250795	1,02125369705667	6,11454872001538E-06
0,1475	1,02199464291333	1,02200075260005	6,10968671921341E-06
0,15	1,02275503416445	1,02276113889552	6,10473107331977E-06
0,1525	1,02352878519677	1,023534884878	6,09968123099769E-06
