0	1	0	1
0,0025	1,00000625001953	1,00001875015625	1,25001367188293E-05
0,005	1,0000250003125	1,0000375006836	1,25003710946814E-05
0,0075	1,00005625158206	1,00006875234379	1,2500761728651E-05
0,01	1,00010000500017	1,0001125063088	1,25013086336168E-05
0,0125	1,00015626220767	1,00016876421949	1,25020118280084E-05
0,015	1,0002250253144	1,00023752818573	1,25028713355846E-05
0,0175	1,00030629689932	1,00031880078651	1,25038871874317E-05
0,02	1,00040008001067	1,00041258507009	1,25050594195208E-05
0,0225	1,00050637816616	1,00051888455423	1,25063880738185E-05
0,025	1,0006251953532	1,00063770322639	1,25078731978423E-05
0,0275	1,00075653602913	1,00076904554398	1,2509514845771E-05
0,03	1,00090040512153	1,0009129164346	1,25113130775567E-05
0,0325	1,00105680802849	1,00106932129644	1,25132679578144E-05
0,035	1,00122575061897	1,00123826599853	1,25153795584865E-05
0,0375	1,00140723923318	1,00141975688114	1,25176479568445E-05
0,04	1,00160128068294	1,00161380075618	1,25200732357111E-05
0,0425	1,00180788225214	1,00182040490762	1,25226554847924E-05
0,045	1,00202705169716	1,00203957709196	1,25253947982351E-05
0,0475	1,00225879724741	1,00227132553869	1,25282912779578E-05
0,05	1,0025031276058	1,00251565895082	1,25313450294318E-05
0,0525	1,00276005194927	1,00277258650544	1,25345561667878E-05
0,055	1,00302957992943	1,00304211785424	1,25379248074875E-05
0,0575	1,00331172167311	1,00332426312419	1,25414510769861E-05
0,06	1,003606487783	1,00361903291811	1,25451351049577E-05
0,0625	1,00391388933835	1,00392643831538	1,25489770286258E-05
0,065	1,0042339378956	1,00424649087259	1,2552976990321E-05
0,0675	1,00456664548918	1,00457920262432	1,25571351374809E-05
0,07	1,00491202463221	1,00492458608384	1,25614516259809E-05
0,0725	1,00527008831729	1,00528265424391	1,25659266150269E-05
0,075	1,00564085001735	1,00565342057762	1,25705602715964E-05
0,0775	1,00602432368644	1,00603689903921	1,25753527677741E-05
0,08	1,00642052376066	1,00643310406494	1,25803042818617E-05
0,0825	1,00682946515904	1,00684205057404	1,25854149988225E-05
0,085	1,00725116328445	1,00726375396956	1,25906851085045E-05
0,0875	1,00768563402464	1,00769823013945	1,25961148074172E-05
0,09	1,00813289375315	1,00814549545745	1,26017042985094E-05
0,0925	1,00859295933041	1,0086055667842	1,2607453790503E-05
0,095	1,00906584810474	1,00907846146824	1,2613363497449E-05
0,0975	1,0095515779135	1,00956419734714	1,261943364117E-05
0,1	1,01005016708417	1,01006279274862	1,26256644474854E-05
0,1025	1,0105616344355	1,01057426649165	1,26320561504301E-05
0,105	1,01108599927874	1,01109863788773	1,26386089889241E-05
0,1075	1,01162328141879	1,011635926742	1,26453232078827E-05
0,11	1,01217350115549	1,01218615335455	1,26521990599926E-05
0,1125	1,01273667928491	1,01274933852171	1,26592368017153E-05
0,115	1,0133128371006	1,0133255035373	1,26664366979501E-05
0,1175	1,013901996395	1,01391467019402	1,26737990189252E-05
0,12	1,01450417946076	1,0145168607848	1,26813240401979E-05
